,name,id,type,price,material,description,colors,sizes,imageCount
221,B378 Festival Flare Denim,6790231916616,Denim,54.0,100% cotton,"The B378 Festival Flare Denim Are Designed In Our B Fit, Which Is Relaxed Through The Thigh And Features A Slight Flare At The Leg Opening And Is Constructed From A Natural White Denim Fabric, All Over Printed Pattern On The Front, Back Pockets, And Yoke, And Finished With A Traditional Hem.",Multi,28/29/30/31/32/33/34/36/38/40/42,8
222,V603 Camo Carpenter Pants,6773226504264,Denim,68.0,100% cotton,"The V603 Camo Carpenter Pants Are Designed With Our New V Fit Which Is Relaxed Throughout, Features A Vintage Wash And Constructed From Custom Developed Hunting Camo Fabric With A Pink Base.",Pink,28/29/30/31/32/33/34/36/38/40/42,8
223,B576 Western Flare Denim,6772561018952,Denim,46.0,98% cotton 2% spandex,"Introducing The B576 Western Flare Denim, Crafted From A Comfort-Stretch Denim With A Relaxed Fit Through The Thigh And A Distinct Flare At The Leg Opening. The Black Denim Base Undergoes A Vintage Wash And Sanding, Achieving A Worn In Appearance That’S Both Visually Striking And Pleasing To The Touch. Embrace A Blend Of Traditional Western Aesthetics And Contemporary Flair With These Standout Jeans.",Green,28/29/30/31/32/33/34/36/38/40/42,8
224,D549 Straight Denim,6764785336392,Denim,50.0,100% cotton,"The D549 Straight Denim Is Designed With Our New D Fit Which Is Relaxed Throughout With An Extended Inseam For Stacking And Features A Warm, Light Wash, Distressing At The Knees, And Finished With Whiskering And Sanding Throughout.",Blue,28/29/30/31/32/33/34/36/38/40/42,9
225,B449 Leather Cargo Flare Pants,6614383558728,Denim,56.0,100% cotton,"The B449 Leather Cargo Flare Denim Are Designed With Our New B Fit, Which Is Slim Through The Thigh And Features A Slight Flare At The Leg Opening And Is Constructed From Poly Leather Fabric, Panelling At The Inseam And Outseam From Self Fabric For A Slight Flare, A Deconstructed Hem, And Finished With Cargo Pockets At The Thigh.",Black,28/29/30/31/32/33/34/36/38/40/42,8
226,V733 All Washed Up Denim,6912201261128,Denim,68.0,100% cotton,"The V733 All Washed Up Denim Is Designed With Our, New And Updated V Fit Which Is More Relaxed Throughout Than Our Previous V Fit, Featuring A Vintage Wash For Improved Appearance And Hand Feel, Constructed From 100% Cotton Denim, And Finished With Self A Traditional Hem.",Tan,28/29/30/31/32/33/34/36/38/40/42,8
227,D732 Rust Wash Denim,6912200605768,Denim,48.0,100% cotton,"The D732 Rust Wash Denim Is Designed With Our D Fit Which Is Relaxed Throughout With An Extended Inseam For Stacking And Features A Rust Wash On A Vintage Washed Black Denim, And Finished With Whiskering And Sanding Throughout.",Black/Brown,28/29/30/31/32/33/34/36/38/40/42,8
228,B731 Oiled Bootcut Denim,6901146550344,Denim,56.0,98% cotton 2% spandex,"The B731 Oiled Bootcut Denim Are Designed In Our B Fit, Which Is Relaxed Through The Thigh And Features A Slight Flare At The Leg Opening And Is Constructed From Rinsed Black Denim, An All Over Waxed Like Finish For A Slight Sheen, And Finished With A Traditional Hem.",Black,28/29/30/31/32/33/34/36/38/40/42,7
229,D728 Moto Pants,6901144387656,Bottoms,78.0,100% cotton,"The D728 Moto Pants Are Designed With Our New D Fit Which Is Relaxed Throughout With An Extended Inseam For Stacking And Is Constructed From A Faux Leather In Both Black And White, Featuring Moto Details Throughout With Exposed Zippers.",Black,28/29/30/31/32/33/34/36/38/40/42,8
230,V726 Distressed Baggy Denim,6901144125512,Denim,68.0,100% cotton,"The V726 Distressed Baggy Denim Is Designed With Our Updated V Fit Which Is More Relaxed Throughout Than Our Initial V Fit And Features Vintage Wash Base With Sanding And Whiskering Details Throughout, Finished With Repaired Details Throughout.",Medium Blue,28/29/30/31/32/33/34/36/38/40/42,8
231,Rave Multi Cargo Denim,6898415501384,Denim,98.0,100% cotton,"The Rave Multi Cargo Denim Are Designed With A New Oversized Rave Fit, Constructed From A Vintage Washed Denim, Integrated Belt At The Waist From Tonal Fabric, And Finished With Exaggerated Cargo Pockets Throughout.",Light Blue,28/29/30/31/32/33/34/36/38/40/42,8
232,Ultra Baggy Thrashed Denim,6898287935560,Denim,68.0,100% cotton,"The Ultra Baggy Thrashed Denim Are Designed With A New Oversized Ultra Baggy Fit, Constructed From Denim With A Vintage Wash, Extensive Distressing Throughout, Featuring Standard Five Pocket Denim Details, And Finished With A Button Placket.",Blue,28/29/30/31/32/33/34/36/38/40/42,9
233,D519 Zipper Flare Denim,6897788780616,Denim,60.0,100% cotton,"The D519 Zipper Flare Denim Is Designed With Our D Fit Which Is Straight Throughout, Zipper Detail Extending From The Thigh To The Shin To Provide A Flare Fit Through The Leg, And Is Constructed From Light Wash Blue Denim With A Gradient Wash From The Leg Opening.",Light Blue,28/29/30/31/32/33/34/36/38/40/42,7
234,Ultra Baggy GN16 Denim,6897169334344,Denim,68.0,100% cotton,"The Ultra Baggy Gn16 Denim Are Designed With A New Oversized Ultra Baggy Fit, Constructed From Black Denim With A Vintage Wash With Whiskering And Wash Artifacts, Featuring Standard Five Pocket Denim Details With A Carpenter Pant Loop, And Finished With A Button Placket.",Black,28/29/30/31/32/33/34/36/38/40/42,8
235,Ultra Baggy Welted Pocket Denim,6894712291400,Denim,68.0,100% cotton,"The Ultra Baggy Welted Pocket Denim Are Designed With A New Oversized Ultra Baggy Fit, Constructed From A Natural Colored Denim With An All Over Printed Pattern, Featuring Standard Five Pocket Denim Details, And Finished With A Button Placket.",Olive,28/29/30/31/32/33/34/36/38/40/42,7
236,D519 Zipper Flare Denim,6893854195784,Denim,48.0,100% cotton,"The D519 Zipper Flare Denim Is Designed With Our D Fit Which Is Straight Throughout, Zipper Detail Extending From The Thigh To The Shin To Provide A Flare Fit Through The Leg, And Is Constructed From Orange Denim.",Orange,28/29/30/31/32/33/34/36/38/40/42,7
237,V718 Baggy Archway Denim,6893853900872,Denim,48.0,100% cotton,"The V718 Baggy Archway Denim Is Designed With Our New V Fit Which Is Relaxed Throughout And Features A Light Wash Blue Denim Base, Contrasting Medium Wash Denim Panelling And Finished Sanding And Whiskering Throughout.",Blue,28/29/30/31/32/33/34/36/38/40/42,8
238,V715 Studded Baggy Denim,6893853769800,Denim,98.0,100% cotton,"The V715 Studded Denim Is Designed With Our Updated V Fit Which Is More Relaxed Throughout Than Our Initial V Fit, Featuring A Rinse Wash On Black Denim, Constructed From 100% Cotton Denim, And Finished With Studding Details Down The Outseam And Around The Pockets.",Black,28/29/30/31/32/33/34/36/38/40/42,8
239,V712 SL3 Suede Pants,6893853638728,Bottoms,42.0,98% cotton 2% spandex,"The B576 Western Flare Denim, Crafted From A Comfort-Stretch Denim With A Relaxed Fit Through The Thigh And An Updated Relaxed Fit Throughout. The Black Denim Base Undergoes A Vintage Wash And Sanding, Achieving A Worn In Appearance That’S Both Visually Striking And Pleasing To The Touch. ",Olive/Black,28/29/30/31/32/33/34/36/38/40/42,8
240,Ultra Baggy Rippled Denim Cargo Pants,6885698076744,Denim,88.0,100% cotton,"The Ultra Baggy Rippled Denim Cargo Pants Is Designed With Our New Oversized Ultra Baggy Fit, Constructed From 100% Cotton Denim With A Vintage Acid Wash, Oversized Pocketing And Zippers, And Double Stitched Western Lining.",Black,28/29/30/31/32/33/34/36/38/40/42,9
241,Ultra Baggy Not Washed Vintage Denim,6883049177160,Denim,40.0,100% cotton,"The Ultra Baggy Not Washed Vintage Denim Are Designed With A New Oversized Ultra Baggy Fit, Constructed From 100% Cotton Denim With A Medium Base Wash, Featuring A Purposeful Gradient Effect To Convey A Dirty Effect, And Finished With Brown 'Mud' Remarks.",Blue,28/29/30/31/32/33/34/36/38/40/42,10
242,Ultra Baggy Tie Dye Denim,6883049078856,Denim,68.0,100% cotton,"The Ultra Baggy Tie Dye Denim Are Designed With A New Oversized Ultra Baggy Fit, Constructed From Denim With A Tie Dye Wash In Natural And Black, Featuring Standard Five Pocket Denim Details, And Finished With A Button Placket.",Black/Green,28/29/30/31/32/33/34/36/38/40/42,8
243,Ultra Baggy Sunny Jacquard Denim,6866912870472,Denim,48.0,100% cotton,"The Ultra Baggy Sunny Jacquard Denim Are Designed With A New Oversized Ultra Baggy Fit, Constructed From 100% Cotton Denim, A Multi Color Gradient Pattern, Dual Inseam And Outseam Lining Adding A Dimensional Draping, And Added Wash Giving The Fabric A Softer Texture.",Orange,28/29/30/31/32/33/34/36/38/40/42,10
244,Ultra Baggy Tower Denim,6866912804936,Denim,68.0,100% cotton,"The Ultra Baggy Tower Denim Is Designed With A New Oversized Ultra Baggy Fit, Constructed From 100% Cotton Denim With A Medium Base Wash, Gradient Spray Technique, And Dual Inseam And Outseam Lining Adding A Dimensional Draping.",Medium Blue,28/29/30/31/32/33/34/36/38/40/42,8
245,B697 Turquoise Studded Flare Denim,6866912346184,Denim,44.0,100% cotton,"The B697 Turquoise Studded Flare Denim Are Designed With Our New B Fit, Which Is Slim Through The Thigh And Features A Slight Flare At The Leg Opening. Constructed From 100% Cotton, The Turquoise Studding Along The Out-Seam Makes A Classic Blue Denim Elevated.",Blue,28/29/30/31/32/33/34/36/38/40/42,8
246,X696 Paisley Patterned Denim,6866912313416,Denim,68.0,98% cotton 2% spandex,"The X696 Paisley Patterned Denim Is Designed With Our X Fit Which Is Skinny Throughout With An Extended Inseam For Stacking, Is Constructed From A Stretch Denim With A Vintage Wash, And Is Finished With A Lasered Paisley Pattern Throughout.",Light Blue,28/29/30/31/32/33/34/36/38/40/42,9
247,V693 Turquoise Studded Work Pants,6866912116808,Bottoms,50.0,100% polyester,"The V693 Turquoise Studded Work Pants Is Designed With Our Updated V Fit Which Is More Relaxed Throughout Than Our Initial V Fit. Constructed In 100% Polyester, This Suede-Like Fabric With Turquoise Checkered Pattern Is Appealing To The Eye And Hand-Feel.",Brown,28/29/30/31/32/33/34/36/38/40/42,9
248,V691 Western Baggy Denim,6866912018504,Denim,56.0,100% cotton,"The V691 Western Baggy Denim Is Designed With Our Updated V Fit Which Is More Relaxed Throughout Than Our Initial V Fit. Constructed In 100% Cotton Fabric, This Vintage Washed Denim Includes A Distressed And Weaved Western Design Throughout While Companioned With A U-Line Stitching Around The Front And Bask Rise, Adding A Western Touch.",Blue,28/29/30/31/32/33/34/36/38/40/42,8
249,B690 Floral Embroidery Flare Denim,6866911985736,Denim,62.0,100% cotton,"The B690 Floral Embroidery Flare Denim Are Designed With Our New B Fit, Which Is Slim Through The Thigh And Features A Slight Flare At The Leg Opening. Constructed In 100% Cotton, The Black Denim Features Stunning White Floral Designs Along The Outseams. Whether Dressing Up Or Down, The Unique Floral Pattern Adds A Touch Of Elegance, While The Relaxed Fit Ensure All-Day Comfort.",Black,28/29/30/31/32/33/34/36/38/40/42,9
